N,topo,Qstar,Q,delta,signedDelta,imMax,rigidity,K,rate
6,star,2.884237,1.984237,0.9,-0.9,2.66973943e-15,0.657699073,2.3118,0.938536576
6,star,2.884237,2.888237,0.004,0.004,2.294423907e-15,0.834503233,1.436,0.725725704
6,star,2.884237,2.888726,0.004489,0.004489,3.635980406e-15,0.826599753,1.4636,0.72562838
6,star,2.884237,2.889274,0.005037,0.005037,2.284399491e-15,0.773705702,1.6705,0.725519194
6,star,2.884237,2.889889,0.005652,0.005652,1.271908624e-15,0.827788089,1.4594,0.725396704
6,star,2.884237,2.89058,0.006342,0.006342,3.100887357e-15,0.84205658,1.4103,0.725259292
6,star,2.884237,2.891354,0.007117,0.007117,1.52860309e-15,0.842697238,1.4082,0.725105146
6,star,2.884237,2.892223,0.007986,0.007986,4.673724516e-16,0.823877013,1.4732,0.724932235
6,star,2.884237,2.893199,0.008962,0.008962,2.983817324e-15,0.807531643,1.5335,0.724738282
6,star,2.884237,2.894293,0.010056,0.010056,3.431825137e-15,0.699777286,2.0421,0.724520739
6,star,2.884237,2.895522,0.011284,0.011284,1.930806021e-15,0.843372517,1.4059,0.724276749
6,star,2.884237,2.8969,0.012663,0.012663,3.237671289e-16,0.667178305,2.2466,0.724003114
6,star,2.884237,2.898447,0.014209,0.014209,2.050945644e-16,0.845985264,1.3973,0.723696253
6,star,2.884237,2.900182,0.015945,0.015945,2.064673302e-15,0.816894265,1.4985,0.72335216
6,star,2.884237,2.902129,0.017892,0.017892,6.297046218e-16,0.228013939,19.2343,0.72296635
6,star,2.884237,2.904315,0.020078,0.020078,1.506431912e-15,0.850882048,1.3812,0.722533808
6,star,2.884237,2.906767,0.02253,0.02253,4.953611306e-15,0.838312892,1.4229,0.722048928
6,star,2.884237,2.909519,0.025282,0.025282,2.590814091e-15,0.775819632,1.6614,0.721505443
6,star,2.884237,2.912607,0.028369,0.028369,4.473106456e-15,0.845046317,1.4004,0.720896357
6,star,2.884237,2.916072,0.031834,0.031834,1.276756478e-15,0.808114214,1.5313,0.720213856
6,star,2.884237,2.91996,0.035723,0.035723,4.815483954e-15,0.848115439,1.3902,0.719449227
6,star,2.884237,2.924323,0.040086,0.040086,4.120689317e-15,0.844814835,1.4011,0.718592756
6,star,2.884237,2.929219,0.044982,0.044982,8.56411296e-15,0.850371604,1.3829,0.717633624
6,star,2.884237,2.934713,0.050476,0.050476,1.387778781e-15,0.84617946,1.3966,0.716559794
6,star,2.884237,2.940878,0.056641,0.056641,1.665334537e-16,0.814437877,1.5076,0.715357886
6,star,2.884237,2.947796,0.063559,0.063559,2.038516925e-15,0.815095525,1.5052,0.714013048
6,star,2.884237,2.955559,0.071322,0.071322,6.266892838e-16,0.85372842,1.372,0.712508814
6,star,2.884237,2.96427,0.080033,0.080033,8.937891709e-16,0.827526503,1.4603,0.710826959
6,star,2.884237,2.974045,0.089808,0.089808,2.664535256e-15,0.751217541,1.772,0.70894735
6,star,2.884237,2.985014,0.100777,0.100777,3.280666951e-15,0.847400814,1.3926,0.706847789
6,star,2.884237,2.997323,0.113085,0.113085,9.847979823e-16,0.744104908,1.8061,0.704503858
6,star,2.884237,3.011135,0.126898,0.126898,5.547483046e-15,0.811946331,1.5169,0.701888772
6,star,2.884237,3.026634,0.142397,0.142397,6.01526303e-16,0.824580944,1.4707,0.698973238
6,star,2.884237,3.044026,0.159789,0.159789,3.193192238e-15,0.699033815,2.0465,0.695725337
6,star,2.884237,3.063542,0.179305,0.179305,8.256741645e-16,0.801956016,1.5549,0.692110427
6,star,2.884237,3.085442,0.201205,0.201205,3.0444397e-16,0.809072137,1.5277,0.688091089
6,star,2.884237,3.110017,0.22578,0.22578,1.629297097e-15,0.676076369,2.1878,0.68362713
6,star,2.884237,3.137594,0.253356,0.253356,3.503260507e-16,0.863669426,1.3406,0.678675651
6,star,2.884237,3.168538,0.284301,0.284301,4.505402128e-16,0.851679822,1.3786,0.673191209
6,star,2.884237,3.203262,0.319025,0.319025,3.608225373e-16,0.821531131,1.4817,0.667126094
6,star,2.884237,3.242227,0.35799,0.35799,3.226585665e-15,0.872358629,1.314,0.660430745
6,star,2.884237,3.285952,0.401714,0.401714,4.181351292e-16,0.876489295,1.3017,0.653054332
6,star,2.884237,3.335017,0.450779,0.450779,2.02615702e-15,0.768142796,1.6948,0.644945531
6,star,2.884237,3.390074,0.505837,0.505837,6.399486396e-15,0.883917448,1.2799,0.636053521
6,star,2.884237,3.451856,0.567619,0.567619,3.49483991e-16,0.878815785,1.2948,0.626329212
6,star,2.884237,3.521184,0.636947,0.636947,1.775354828e-15,0.862449266,1.3444,0.615726727
6,star,2.884237,3.59898,0.714743,0.714743,5.928260886e-16,0.893696415,1.252,0.604205125
6,star,2.884237,3.686277,0.80204,0.80204,1.156735298e-15,0.888961838,1.2654,0.591730349
6,star,2.884237,3.784237,0.9,0.9,1.79175251e-15,0.863971785,1.3397,0.578277349
